epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,18.3493,1.99121,11.7392,0.52218,1.06609,2.52934,0.61792,0.65313,0.70962,0.3094,0,0,0,0,1.82303,11.3595,0.41867,3.29696,2.4775,9.62963e-05,9.62963e-05,0.0679975
2,22.1354,1.58469,11.5758,0.36082,0.92293,1.74691,0.81784,0.86341,0.87123,0.50551,0,0,0,0,1.7584,10.9533,0.46529,1.08418,2.22348,0.000196019,0.000196019,0.0347639
3,25.8283,1.59902,10.8596,0.45912,0.80703,1.68692,0.83657,0.84615,0.88881,0.58204,0,0,0,0,1.70777,10.6052,0.58347,1.04336,2.07057,0.000295458,0.000295458,0.00153003
4,29.2661,1.46614,10.2639,0.45419,0.76424,1.68617,0.85357,0.89686,0.91616,0.57109,0,0,0,0,1.60491,10.2547,0.49805,1.01325,2.02046,0.000298727,0.000298727,0.000298727
5,32.3186,1.46062,10.0929,0.41329,0.73533,1.6255,0.91769,0.85772,0.92838,0.58623,0,0,0,0,1.53743,10.3585,0.45241,0.95238,2.06542,0.000298303,0.000298303,0.000298303
6,35.7606,1.33705,9.98925,0.38025,0.69586,1.6554,0.89889,0.85491,0.9383,0.61244,0,0,0,0,1.43322,10.184,0.42769,0.94756,1.95894,0.000297879,0.000297879,0.000297879
7,39.2388,1.25435,9.92382,0.3619,0.67957,1.47662,0.93806,0.82692,0.94932,0.62926,0,0,0,0,1.38672,9.93356,0.39779,0.93969,1.86677,0.000297454,0.000297454,0.000297454
8,42.8905,1.26565,9.64765,0.37188,0.64096,1.45071,0.97918,0.80769,0.94569,0.69803,0,0,0,0,1.29511,9.66831,0.38998,0.89653,1.72324,0.00029703,0.00029703,0.00029703
9,46.524,1.20615,9.37421,0.37613,0.64135,1.40053,0.90629,0.82692,0.94338,0.66006,0,0,0,0,1.39415,9.29409,0.41511,0.8971,1.76822,0.000296606,0.000296606,0.000296606
10,49.5573,1.22256,9.1368,0.36917,0.64297,1.37738,0.85027,0.87371,0.94321,0.67663,0,0,0,0,1.26106,9.15672,0.40853,0.81409,1.67322,0.000296181,0.000296181,0.000296181
11,52.6197,1.14508,9.0325,0.34879,0.57704,1.37347,0.90477,0.86538,0.94886,0.64591,0,0,0,0,1.35833,9.24119,0.3776,0.84343,1.8067,0.000295757,0.000295757,0.000295757
12,55.7028,1.07641,8.83143,0.33933,0.56345,1.32272,1,0.80254,0.94599,0.64874,0,0,0,0,1.3998,9.16938,0.35053,0.85198,1.78065,0.000295333,0.000295333,0.000295333
13,58.7703,1.13023,8.77564,0.33665,0.59036,1.27944,0.93247,0.7967,0.91568,0.6603,0,0,0,0,1.45647,8.84737,0.33886,0.84831,1.85949,0.000294909,0.000294909,0.000294909
14,61.7835,1.04632,8.57078,0.33895,0.54145,1.26112,0.86612,0.88462,0.92458,0.67559,0,0,0,0,1.40362,8.76711,0.33404,0.77647,1.8169,0.000294484,0.000294484,0.000294484
15,64.9171,1.03718,8.28953,0.34018,0.54054,1.24882,0.95223,0.76666,0.9101,0.69209,0,0,0,0,1.36335,8.50861,0.33178,0.85765,1.72609,0.00029406,0.00029406,0.00029406
16,68.109,1.07971,8.04047,0.34063,0.5507,1.24935,0.95128,0.76923,0.91967,0.69578,0,0,0,0,1.25961,8.2071,0.3332,0.86027,1.59763,0.000293636,0.000293636,0.000293636
